user_id;response;question
080c468b-27c0-455c-aa63-b8f807f2e3d7;3;q0
0b0379c7-04db-4c85-84bd-a2bd55329e29;8;q0
0e623280-b28b-4d4a-8eea-0732f09ed497;8;q0
045dc0f3-a730-4d03-a615-f51814e5b04f;6;q0
092f2ee7-5281-4a09-9bce-e5523b95b53b;10;q0
19c0851c-cbb1-45b5-9e78-884b761802ac;10;q0
1a386158-d08c-40b1-9365-e758927d3352;7;q0
78e234a7-c15a-49e5-b38c-7fb47b294ca8;7;q0
1331586c-ee72-4fc1-b622-812f54a49f6c;9;q0
35913db6-2e1e-4028-a631-473241be215c;5;q0
31d15d10-ae4f-4527-9aba-c0f93d329cb2;8;q0
1e41998a-cda9-4b44-aa34-8bcde6752d0a;10;q0
7c390c81-d248-4099-9abc-7b787be98b47;10;q0
5f294260-b679-434f-8818-e09ecd02ae70;9;q0
76dad81c-1a4a-4153-9932-f03188b1ae25;10;q0
3cd5d4f2-97f1-418c-bc49-ff0c2a58c855;8;q0
10e9b324-156e-4eb5-aec5-04d8a4d7124c;1;q0
20ba7dbd-f51c-49ff-9bf2-a777cd6d13f8;7;q0
6167cd49-a021-4f3f-b29b-a7ed48b9d94f;8;q0
824afe21-5c5b-4e61-a556-75bef43196e9;7;q0
8330a755-ac13-444b-90ca-7ddc4f4f3992;10;q0
6ee3efea-f12c-4740-937a-62f34a53e2ec;9;q0
3931df86-6c91-45c8-ae55-dd3a1036647f;8;q0
60b7d252-ffba-432f-a243-8b0d5f81331d;8;q0
75b63c62-9473-4ddc-979f-66b8de0a3683;4;q0
518a2693-4f58-463e-ac2c-c5ce06d3c9fb;8;q0
8ebeb6f9-b48c-4067-a307-1da81fde67da;6;q0
7e80110b-c26c-43b1-8bc2-2515642420ad;8;q0
702da1cd-9691-4f0b-9ab9-020f9454d86b;7;q0
25602500-ca31-4404-b155-3e070652c2c0;5;q0
11cbc3a6-1c92-4f10-abe6-27def200d91d;5;q0
803144dd-8bb5-435e-94af-99bace5baf35;8;q0
780a59cc-70e6-4148-94c9-47bd1744cd5c;6;q0
3cd027c4-c9cf-475c-a678-769abe7e816a;9;q0
902d976c-f400-44ab-a0ac-198d94ba035a;9;q0
3d551ae7-9275-41b2-8270-260d730a6222;1;q0
42798e5c-9aa2-4efd-a370-5635018d4d81;9;q0
c65d2c31-227d-4750-af1a-1bfd6902d881;6;q0
4b737514-74b7-433a-9dde-ea224a6deeb9;10;q0
40d5e94f-2468-4f73-a0a0-e5a2c0443f06;8;q0
95897683-0e62-4f31-8575-77136b4ebebe;3;q0
6cd79452-c315-4dbe-93af-8c2077a67a56;8;q0
334df000-99c4-4ccd-b5b5-4b8cabdad476;8;q0
1537bb2d-2d89-4d66-b6c7-f3659b85403f;10;q0
b2a12ed0-6436-4cbc-b70d-d0a7ba0e0981;8;q0
e03a0573-ee71-4c91-a8ca-0b1eb82c1300;3;q0
ba818a91-0bf1-47d4-bc93-e5befe1c26e6;8;q0
d4a66c13-cd50-4171-8849-d52f0898a156;8;q0
ca6bae45-d4f7-4d52-bd43-e4d3542a6f93;5;q0
e5eccf62-17fb-4353-b886-e547a9699dd4;9;q0
f98ab946-62e2-4cb1-97a4-3301ccccba1b;3;q0
cb553655-ef6a-4f28-8271-131cdc9fc2ec;9;q0
ea3518ef-6655-4a33-bf76-337e21de5689;7;q0
f9cc1fc5-b439-4f4b-8257-0e5b2f47eb02;8;q0
ca55018f-21c4-41c2-b38f-b966fc3a8075;10;q0
a663330e-6e40-4813-b6f7-232aba1299eb;8;q0
be2f133c-eed1-4582-b8b8-d02aa1e594ad;8;q0
c9301569-631c-4d4d-aa30-2a65a5873029;7;q0
bac1cde8-4780-4edb-8062-46b1286d3f47;9;q0
ba4eba66-ab7c-4704-84e8-4218f019f196;6;q0
d0d86600-3649-4760-bb23-89f353e7d20b;9;q0
4f914c97-7283-4ed0-94f7-43bcc99e9e28;3;q0
9d832240-0310-4657-90c0-20525d24d766;8;q0
f6ae26b4-f319-4305-a6ca-9cdd8528695d;9;q0
f038ad7e-db1f-430f-8974-12c83a20eb8e;10;q0
f3b05d57-f280-41fc-a32d-d94647bade9a;7;q0
13e305ec-6c39-4b60-9cf1-5ddeae54b677;9;q0
e0ffda50-97e7-4872-a467-cc143cbac8fc;8;q0
cb71d11a-4e8d-4ab8-80be-ac1f46f5b2d1;5;q0
cd3dad39-da3f-4ada-9e09-a9832ca7bdd7;6;q0
f3b94dcb-2dde-48d7-968d-606fcddd692d;1;q0
ddbc5616-edb8-4052-9186-6e105e4491f6;10;q0
a7788435-7465-4f4d-9f4f-d412db68b295;10;q0
080c468b-27c0-455c-aa63-b8f807f2e3d7;9;q1
0b0379c7-04db-4c85-84bd-a2bd55329e29;10;q1
0e623280-b28b-4d4a-8eea-0732f09ed497;10;q1
045dc0f3-a730-4d03-a615-f51814e5b04f;5;q1
092f2ee7-5281-4a09-9bce-e5523b95b53b;9;q1
19c0851c-cbb1-45b5-9e78-884b761802ac;10;q1
1a386158-d08c-40b1-9365-e758927d3352;8;q1
78e234a7-c15a-49e5-b38c-7fb47b294ca8;9;q1
1331586c-ee72-4fc1-b622-812f54a49f6c;8;q1
35913db6-2e1e-4028-a631-473241be215c;7;q1
31d15d10-ae4f-4527-9aba-c0f93d329cb2;9;q1
1e41998a-cda9-4b44-aa34-8bcde6752d0a;10;q1
7c390c81-d248-4099-9abc-7b787be98b47;10;q1
5f294260-b679-434f-8818-e09ecd02ae70;10;q1
76dad81c-1a4a-4153-9932-f03188b1ae25;10;q1
3cd5d4f2-97f1-418c-bc49-ff0c2a58c855;10;q1
10e9b324-156e-4eb5-aec5-04d8a4d7124c;4;q1
20ba7dbd-f51c-49ff-9bf2-a777cd6d13f8;9;q1
6167cd49-a021-4f3f-b29b-a7ed48b9d94f;8;q1
824afe21-5c5b-4e61-a556-75bef43196e9;7;q1
8330a755-ac13-444b-90ca-7ddc4f4f3992;9;q1
6ee3efea-f12c-4740-937a-62f34a53e2ec;10;q1
3931df86-6c91-45c8-ae55-dd3a1036647f;3;q1
60b7d252-ffba-432f-a243-8b0d5f81331d;9;q1
75b63c62-9473-4ddc-979f-66b8de0a3683;8;q1
518a2693-4f58-463e-ac2c-c5ce06d3c9fb;6;q1
8ebeb6f9-b48c-4067-a307-1da81fde67da;10;q1
7e80110b-c26c-43b1-8bc2-2515642420ad;8;q1
702da1cd-9691-4f0b-9ab9-020f9454d86b;9;q1
25602500-ca31-4404-b155-3e070652c2c0;7;q1
11cbc3a6-1c92-4f10-abe6-27def200d91d;10;q1
803144dd-8bb5-435e-94af-99bace5baf35;8;q1
780a59cc-70e6-4148-94c9-47bd1744cd5c;6;q1
3cd027c4-c9cf-475c-a678-769abe7e816a;9;q1
902d976c-f400-44ab-a0ac-198d94ba035a;6;q1
3d551ae7-9275-41b2-8270-260d730a6222;5;q1
42798e5c-9aa2-4efd-a370-5635018d4d81;10;q1
c65d2c31-227d-4750-af1a-1bfd6902d881;7;q1
4b737514-74b7-433a-9dde-ea224a6deeb9;8;q1
40d5e94f-2468-4f73-a0a0-e5a2c0443f06;6;q1
95897683-0e62-4f31-8575-77136b4ebebe;9;q1
6cd79452-c315-4dbe-93af-8c2077a67a56;9;q1
334df000-99c4-4ccd-b5b5-4b8cabdad476;8;q1
1537bb2d-2d89-4d66-b6c7-f3659b85403f;8;q1
b2a12ed0-6436-4cbc-b70d-d0a7ba0e0981;10;q1
e03a0573-ee71-4c91-a8ca-0b1eb82c1300;9;q1
ba818a91-0bf1-47d4-bc93-e5befe1c26e6;8;q1
d4a66c13-cd50-4171-8849-d52f0898a156;7;q1
ca6bae45-d4f7-4d52-bd43-e4d3542a6f93;8;q1
e5eccf62-17fb-4353-b886-e547a9699dd4;8;q1
f98ab946-62e2-4cb1-97a4-3301ccccba1b;1;q1
cb553655-ef6a-4f28-8271-131cdc9fc2ec;9;q1
ea3518ef-6655-4a33-bf76-337e21de5689;10;q1
f9cc1fc5-b439-4f4b-8257-0e5b2f47eb02;8;q1
ca55018f-21c4-41c2-b38f-b966fc3a8075;9;q1
a663330e-6e40-4813-b6f7-232aba1299eb;6;q1
be2f133c-eed1-4582-b8b8-d02aa1e594ad;8;q1
c9301569-631c-4d4d-aa30-2a65a5873029;9;q1
bac1cde8-4780-4edb-8062-46b1286d3f47;10;q1
ba4eba66-ab7c-4704-84e8-4218f019f196;10;q1
d0d86600-3649-4760-bb23-89f353e7d20b;4;q1
4f914c97-7283-4ed0-94f7-43bcc99e9e28;7;q1
9d832240-0310-4657-90c0-20525d24d766;9;q1
f6ae26b4-f319-4305-a6ca-9cdd8528695d;9;q1
f038ad7e-db1f-430f-8974-12c83a20eb8e;10;q1
f3b05d57-f280-41fc-a32d-d94647bade9a;1;q1
13e305ec-6c39-4b60-9cf1-5ddeae54b677;7;q1
e0ffda50-97e7-4872-a467-cc143cbac8fc;10;q1
cb71d11a-4e8d-4ab8-80be-ac1f46f5b2d1;9;q1
cd3dad39-da3f-4ada-9e09-a9832ca7bdd7;8;q1
f3b94dcb-2dde-48d7-968d-606fcddd692d;10;q1
ddbc5616-edb8-4052-9186-6e105e4491f6;10;q1
a7788435-7465-4f4d-9f4f-d412db68b295;1;q1
080c468b-27c0-455c-aa63-b8f807f2e3d7;7;q2
0b0379c7-04db-4c85-84bd-a2bd55329e29;10;q2
0e623280-b28b-4d4a-8eea-0732f09ed497;10;q2
045dc0f3-a730-4d03-a615-f51814e5b04f;8;q2
092f2ee7-5281-4a09-9bce-e5523b95b53b;10;q2
19c0851c-cbb1-45b5-9e78-884b761802ac;9;q2
1a386158-d08c-40b1-9365-e758927d3352;7;q2
78e234a7-c15a-49e5-b38c-7fb47b294ca8;5;q2
1331586c-ee72-4fc1-b622-812f54a49f6c;8;q2
35913db6-2e1e-4028-a631-473241be215c;8;q2
31d15d10-ae4f-4527-9aba-c0f93d329cb2;9;q2
1e41998a-cda9-4b44-aa34-8bcde6752d0a;10;q2
7c390c81-d248-4099-9abc-7b787be98b47;10;q2
5f294260-b679-434f-8818-e09ecd02ae70;8;q2
76dad81c-1a4a-4153-9932-f03188b1ae25;10;q2
3cd5d4f2-97f1-418c-bc49-ff0c2a58c855;10;q2
10e9b324-156e-4eb5-aec5-04d8a4d7124c;4;q2
20ba7dbd-f51c-49ff-9bf2-a777cd6d13f8;7;q2
6167cd49-a021-4f3f-b29b-a7ed48b9d94f;9;q2
824afe21-5c5b-4e61-a556-75bef43196e9;7;q2
8330a755-ac13-444b-90ca-7ddc4f4f3992;9;q2
6ee3efea-f12c-4740-937a-62f34a53e2ec;9;q2
3931df86-6c91-45c8-ae55-dd3a1036647f;6;q2
60b7d252-ffba-432f-a243-8b0d5f81331d;9;q2
75b63c62-9473-4ddc-979f-66b8de0a3683;7;q2
518a2693-4f58-463e-ac2c-c5ce06d3c9fb;6;q2
8ebeb6f9-b48c-4067-a307-1da81fde67da;9;q2
7e80110b-c26c-43b1-8bc2-2515642420ad;8;q2
702da1cd-9691-4f0b-9ab9-020f9454d86b;8;q2
25602500-ca31-4404-b155-3e070652c2c0;4;q2
11cbc3a6-1c92-4f10-abe6-27def200d91d;10;q2
803144dd-8bb5-435e-94af-99bace5baf35;7;q2
780a59cc-70e6-4148-94c9-47bd1744cd5c;8;q2
3cd027c4-c9cf-475c-a678-769abe7e816a;10;q2
902d976c-f400-44ab-a0ac-198d94ba035a;8;q2
3d551ae7-9275-41b2-8270-260d730a6222;5;q2
42798e5c-9aa2-4efd-a370-5635018d4d81;7;q2
c65d2c31-227d-4750-af1a-1bfd6902d881;8;q2
4b737514-74b7-433a-9dde-ea224a6deeb9;7;q2
40d5e94f-2468-4f73-a0a0-e5a2c0443f06;9;q2
95897683-0e62-4f31-8575-77136b4ebebe;9;q2
6cd79452-c315-4dbe-93af-8c2077a67a56;9;q2
334df000-99c4-4ccd-b5b5-4b8cabdad476;6;q2
1537bb2d-2d89-4d66-b6c7-f3659b85403f;9;q2
b2a12ed0-6436-4cbc-b70d-d0a7ba0e0981;10;q2
e03a0573-ee71-4c91-a8ca-0b1eb82c1300;8;q2
ba818a91-0bf1-47d4-bc93-e5befe1c26e6;9;q2
d4a66c13-cd50-4171-8849-d52f0898a156;7;q2
ca6bae45-d4f7-4d52-bd43-e4d3542a6f93;8;q2
e5eccf62-17fb-4353-b886-e547a9699dd4;8;q2
f98ab946-62e2-4cb1-97a4-3301ccccba1b;3;q2
cb553655-ef6a-4f28-8271-131cdc9fc2ec;10;q2
ea3518ef-6655-4a33-bf76-337e21de5689;9;q2
f9cc1fc5-b439-4f4b-8257-0e5b2f47eb02;9;q2
ca55018f-21c4-41c2-b38f-b966fc3a8075;8;q2
a663330e-6e40-4813-b6f7-232aba1299eb;8;q2
be2f133c-eed1-4582-b8b8-d02aa1e594ad;8;q2
c9301569-631c-4d4d-aa30-2a65a5873029;8;q2
bac1cde8-4780-4edb-8062-46b1286d3f47;10;q2
ba4eba66-ab7c-4704-84e8-4218f019f196;10;q2
d0d86600-3649-4760-bb23-89f353e7d20b;2;q2
4f914c97-7283-4ed0-94f7-43bcc99e9e28;6;q2
9d832240-0310-4657-90c0-20525d24d766;8;q2
f6ae26b4-f319-4305-a6ca-9cdd8528695d;9;q2
f038ad7e-db1f-430f-8974-12c83a20eb8e;9;q2
f3b05d57-f280-41fc-a32d-d94647bade9a;5;q2
13e305ec-6c39-4b60-9cf1-5ddeae54b677;8;q2
e0ffda50-97e7-4872-a467-cc143cbac8fc;6;q2
cb71d11a-4e8d-4ab8-80be-ac1f46f5b2d1;9;q2
cd3dad39-da3f-4ada-9e09-a9832ca7bdd7;9;q2
f3b94dcb-2dde-48d7-968d-606fcddd692d;6;q2
ddbc5616-edb8-4052-9186-6e105e4491f6;10;q2
a7788435-7465-4f4d-9f4f-d412db68b295;1;q2
080c468b-27c0-455c-aa63-b8f807f2e3d7;6;q3
0b0379c7-04db-4c85-84bd-a2bd55329e29;10;q3
0e623280-b28b-4d4a-8eea-0732f09ed497;10;q3
045dc0f3-a730-4d03-a615-f51814e5b04f;5;q3
092f2ee7-5281-4a09-9bce-e5523b95b53b;9;q3
19c0851c-cbb1-45b5-9e78-884b761802ac;9;q3
1a386158-d08c-40b1-9365-e758927d3352;7;q3
78e234a7-c15a-49e5-b38c-7fb47b294ca8;10;q3
1331586c-ee72-4fc1-b622-812f54a49f6c;10;q3
35913db6-2e1e-4028-a631-473241be215c;4;q3
31d15d10-ae4f-4527-9aba-c0f93d329cb2;10;q3
1e41998a-cda9-4b44-aa34-8bcde6752d0a;10;q3
7c390c81-d248-4099-9abc-7b787be98b47;9;q3
5f294260-b679-434f-8818-e09ecd02ae70;10;q3
76dad81c-1a4a-4153-9932-f03188b1ae25;5;q3
3cd5d4f2-97f1-418c-bc49-ff0c2a58c855;10;q3
10e9b324-156e-4eb5-aec5-04d8a4d7124c;4;q3
20ba7dbd-f51c-49ff-9bf2-a777cd6d13f8;7;q3
6167cd49-a021-4f3f-b29b-a7ed48b9d94f;9;q3
824afe21-5c5b-4e61-a556-75bef43196e9;8;q3
8330a755-ac13-444b-90ca-7ddc4f4f3992;10;q3
6ee3efea-f12c-4740-937a-62f34a53e2ec;8;q3
3931df86-6c91-45c8-ae55-dd3a1036647f;7;q3
60b7d252-ffba-432f-a243-8b0d5f81331d;9;q3
75b63c62-9473-4ddc-979f-66b8de0a3683;9;q3
518a2693-4f58-463e-ac2c-c5ce06d3c9fb;7;q3
8ebeb6f9-b48c-4067-a307-1da81fde67da;10;q3
7e80110b-c26c-43b1-8bc2-2515642420ad;8;q3
702da1cd-9691-4f0b-9ab9-020f9454d86b;8;q3
25602500-ca31-4404-b155-3e070652c2c0;7;q3
11cbc3a6-1c92-4f10-abe6-27def200d91d;10;q3
803144dd-8bb5-435e-94af-99bace5baf35;9;q3
780a59cc-70e6-4148-94c9-47bd1744cd5c;8;q3
3cd027c4-c9cf-475c-a678-769abe7e816a;9;q3
902d976c-f400-44ab-a0ac-198d94ba035a;6;q3
3d551ae7-9275-41b2-8270-260d730a6222;4;q3
42798e5c-9aa2-4efd-a370-5635018d4d81;6;q3
c65d2c31-227d-4750-af1a-1bfd6902d881;10;q3
4b737514-74b7-433a-9dde-ea224a6deeb9;2;q3
40d5e94f-2468-4f73-a0a0-e5a2c0443f06;6;q3
95897683-0e62-4f31-8575-77136b4ebebe;9;q3
6cd79452-c315-4dbe-93af-8c2077a67a56;5;q3
334df000-99c4-4ccd-b5b5-4b8cabdad476;5;q3
1537bb2d-2d89-4d66-b6c7-f3659b85403f;9;q3
b2a12ed0-6436-4cbc-b70d-d0a7ba0e0981;10;q3
e03a0573-ee71-4c91-a8ca-0b1eb82c1300;9;q3
ba818a91-0bf1-47d4-bc93-e5befe1c26e6;9;q3
d4a66c13-cd50-4171-8849-d52f0898a156;8;q3
ca6bae45-d4f7-4d52-bd43-e4d3542a6f93;9;q3
e5eccf62-17fb-4353-b886-e547a9699dd4;9;q3
f98ab946-62e2-4cb1-97a4-3301ccccba1b;2;q3
cb553655-ef6a-4f28-8271-131cdc9fc2ec;7;q3
ea3518ef-6655-4a33-bf76-337e21de5689;9;q3
f9cc1fc5-b439-4f4b-8257-0e5b2f47eb02;8;q3
ca55018f-21c4-41c2-b38f-b966fc3a8075;9;q3
a663330e-6e40-4813-b6f7-232aba1299eb;9;q3
be2f133c-eed1-4582-b8b8-d02aa1e594ad;6;q3
c9301569-631c-4d4d-aa30-2a65a5873029;8;q3
bac1cde8-4780-4edb-8062-46b1286d3f47;8;q3
ba4eba66-ab7c-4704-84e8-4218f019f196;10;q3
d0d86600-3649-4760-bb23-89f353e7d20b;5;q3
4f914c97-7283-4ed0-94f7-43bcc99e9e28;3;q3
9d832240-0310-4657-90c0-20525d24d766;6;q3
f6ae26b4-f319-4305-a6ca-9cdd8528695d;9;q3
f038ad7e-db1f-430f-8974-12c83a20eb8e;9;q3
f3b05d57-f280-41fc-a32d-d94647bade9a;8;q3
13e305ec-6c39-4b60-9cf1-5ddeae54b677;8;q3
e0ffda50-97e7-4872-a467-cc143cbac8fc;10;q3
cb71d11a-4e8d-4ab8-80be-ac1f46f5b2d1;9;q3
cd3dad39-da3f-4ada-9e09-a9832ca7bdd7;10;q3
f3b94dcb-2dde-48d7-968d-606fcddd692d;10;q3
ddbc5616-edb8-4052-9186-6e105e4491f6;10;q3
a7788435-7465-4f4d-9f4f-d412db68b295;1;q3
080c468b-27c0-455c-aa63-b8f807f2e3d7;6;q4
0b0379c7-04db-4c85-84bd-a2bd55329e29;9;q4
0e623280-b28b-4d4a-8eea-0732f09ed497;10;q4
045dc0f3-a730-4d03-a615-f51814e5b04f;5;q4
092f2ee7-5281-4a09-9bce-e5523b95b53b;10;q4
19c0851c-cbb1-45b5-9e78-884b761802ac;9;q4
1a386158-d08c-40b1-9365-e758927d3352;6;q4
78e234a7-c15a-49e5-b38c-7fb47b294ca8;6;q4
1331586c-ee72-4fc1-b622-812f54a49f6c;9;q4
35913db6-2e1e-4028-a631-473241be215c;7;q4
31d15d10-ae4f-4527-9aba-c0f93d329cb2;8;q4
1e41998a-cda9-4b44-aa34-8bcde6752d0a;10;q4
7c390c81-d248-4099-9abc-7b787be98b47;8;q4
5f294260-b679-434f-8818-e09ecd02ae70;6;q4
76dad81c-1a4a-4153-9932-f03188b1ae25;8;q4
3cd5d4f2-97f1-418c-bc49-ff0c2a58c855;10;q4
10e9b324-156e-4eb5-aec5-04d8a4d7124c;4;q4
20ba7dbd-f51c-49ff-9bf2-a777cd6d13f8;7;q4
6167cd49-a021-4f3f-b29b-a7ed48b9d94f;9;q4
824afe21-5c5b-4e61-a556-75bef43196e9;8;q4
8330a755-ac13-444b-90ca-7ddc4f4f3992;9;q4
6ee3efea-f12c-4740-937a-62f34a53e2ec;7;q4
3931df86-6c91-45c8-ae55-dd3a1036647f;9;q4
60b7d252-ffba-432f-a243-8b0d5f81331d;9;q4
75b63c62-9473-4ddc-979f-66b8de0a3683;5;q4
518a2693-4f58-463e-ac2c-c5ce06d3c9fb;6;q4
8ebeb6f9-b48c-4067-a307-1da81fde67da;8;q4
7e80110b-c26c-43b1-8bc2-2515642420ad;8;q4
702da1cd-9691-4f0b-9ab9-020f9454d86b;8;q4
25602500-ca31-4404-b155-3e070652c2c0;6;q4
11cbc3a6-1c92-4f10-abe6-27def200d91d;10;q4
803144dd-8bb5-435e-94af-99bace5baf35;4;q4
780a59cc-70e6-4148-94c9-47bd1744cd5c;4;q4
3cd027c4-c9cf-475c-a678-769abe7e816a;9;q4
902d976c-f400-44ab-a0ac-198d94ba035a;7;q4
3d551ae7-9275-41b2-8270-260d730a6222;7;q4
42798e5c-9aa2-4efd-a370-5635018d4d81;8;q4
c65d2c31-227d-4750-af1a-1bfd6902d881;6;q4
4b737514-74b7-433a-9dde-ea224a6deeb9;3;q4
40d5e94f-2468-4f73-a0a0-e5a2c0443f06;6;q4
95897683-0e62-4f31-8575-77136b4ebebe;9;q4
6cd79452-c315-4dbe-93af-8c2077a67a56;10;q4
334df000-99c4-4ccd-b5b5-4b8cabdad476;4;q4
1537bb2d-2d89-4d66-b6c7-f3659b85403f;7;q4
b2a12ed0-6436-4cbc-b70d-d0a7ba0e0981;10;q4
e03a0573-ee71-4c91-a8ca-0b1eb82c1300;9;q4
ba818a91-0bf1-47d4-bc93-e5befe1c26e6;7;q4
d4a66c13-cd50-4171-8849-d52f0898a156;7;q4
ca6bae45-d4f7-4d52-bd43-e4d3542a6f93;8;q4
e5eccf62-17fb-4353-b886-e547a9699dd4;10;q4
f98ab946-62e2-4cb1-97a4-3301ccccba1b;3;q4
cb553655-ef6a-4f28-8271-131cdc9fc2ec;7;q4
ea3518ef-6655-4a33-bf76-337e21de5689;9;q4
f9cc1fc5-b439-4f4b-8257-0e5b2f47eb02;7;q4
ca55018f-21c4-41c2-b38f-b966fc3a8075;9;q4
a663330e-6e40-4813-b6f7-232aba1299eb;10;q4
be2f133c-eed1-4582-b8b8-d02aa1e594ad;6;q4
c9301569-631c-4d4d-aa30-2a65a5873029;8;q4
bac1cde8-4780-4edb-8062-46b1286d3f47;8;q4
ba4eba66-ab7c-4704-84e8-4218f019f196;10;q4
d0d86600-3649-4760-bb23-89f353e7d20b;3;q4
4f914c97-7283-4ed0-94f7-43bcc99e9e28;5;q4
9d832240-0310-4657-90c0-20525d24d766;6;q4
f6ae26b4-f319-4305-a6ca-9cdd8528695d;9;q4
f038ad7e-db1f-430f-8974-12c83a20eb8e;9;q4
f3b05d57-f280-41fc-a32d-d94647bade9a;6;q4
13e305ec-6c39-4b60-9cf1-5ddeae54b677;9;q4
e0ffda50-97e7-4872-a467-cc143cbac8fc;6;q4
cb71d11a-4e8d-4ab8-80be-ac1f46f5b2d1;9;q4
cd3dad39-da3f-4ada-9e09-a9832ca7bdd7;9;q4
f3b94dcb-2dde-48d7-968d-606fcddd692d;6;q4
ddbc5616-edb8-4052-9186-6e105e4491f6;10;q4
a7788435-7465-4f4d-9f4f-d412db68b295;2;q4
080c468b-27c0-455c-aa63-b8f807f2e3d7;7;q5
0b0379c7-04db-4c85-84bd-a2bd55329e29;10;q5
0e623280-b28b-4d4a-8eea-0732f09ed497;10;q5
045dc0f3-a730-4d03-a615-f51814e5b04f;5;q5
092f2ee7-5281-4a09-9bce-e5523b95b53b;9;q5
19c0851c-cbb1-45b5-9e78-884b761802ac;5;q5
1a386158-d08c-40b1-9365-e758927d3352;6;q5
78e234a7-c15a-49e5-b38c-7fb47b294ca8;8;q5
1331586c-ee72-4fc1-b622-812f54a49f6c;9;q5
35913db6-2e1e-4028-a631-473241be215c;8;q5
31d15d10-ae4f-4527-9aba-c0f93d329cb2;10;q5
1e41998a-cda9-4b44-aa34-8bcde6752d0a;10;q5
7c390c81-d248-4099-9abc-7b787be98b47;8;q5
5f294260-b679-434f-8818-e09ecd02ae70;10;q5
76dad81c-1a4a-4153-9932-f03188b1ae25;9;q5
3cd5d4f2-97f1-418c-bc49-ff0c2a58c855;10;q5
10e9b324-156e-4eb5-aec5-04d8a4d7124c;4;q5
20ba7dbd-f51c-49ff-9bf2-a777cd6d13f8;5;q5
6167cd49-a021-4f3f-b29b-a7ed48b9d94f;9;q5
